collectioncode,site,year,BumbleBeeSpecies,Abundance,Sex,FlowerName,FlowerGenus,Flowerspecies,Flowerfamily,FlowerCommonName,FlowerFieldName,Gyne(included already in female count),IDconfidence,PhotoFileID,Notes,Entered in BBW,PrevioslyMarked2,PrevioslyMarked3
2024RitterAugust9,Ritter,2024,bimaculatus,4,female,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild Bergamont,Mon fist,,,,,,,
2024RitterAugust9,Ritter,2024,bimaculatus,9,male,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild Bergamont,Mon fist,,,,,,,
2024RitterAugust9,Ritter,2024,bimaculatus,1,male,Cirsium vulgare,Cirsium,vulgare,Asteraceae,Bull Thistle,Cir vulgaris,,,,,,,
2024RitterAugust9,Ritter,2024,griseocollis,15,female,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild Bergamont,Mon fist,1,,,,,,
2024RitterAugust9,Ritter,2024,griseocollis,7,male,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild Bergamont,Mon fist,,,,,,,
2024RitterAugust9,Ritter,2024,griseocollis,1,female,N/A,N/A,N/A,NA,NA,Unkn,,,,,,,
2024RitterAugust9,Ritter,2024,griseocollis,2,female,Cirsium discolor,Cirsium,discolor,Asteraceae,Field Thistle,Cir Dis,,,,,,,
2024RitterAugust9,Ritter,2024,griseocollis,1,male,Cirsium discolor,Cirsium,discolor,Asteraceae,Field Thistle,Cir Dis,,,,,,,
2024RitterAugust9,Ritter,2024,auricomus,56,female,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild Bergamont,Mon fist,,,,,,,
2024RitterAugust9,Ritter,2024,auricomus,10,female,Cirsium discolor,Cirsium,discolor,Asteraceae,Field Thistle,Cir Dis,2,,,,,,
2024RitterAugust9,Ritter,2024,auricomus,1,female,Solidago canadensis,Solidago,canadensis,Asteraceae,Canada Goldenrod,Sol can,,,,,,,
2024RitterAugust9,Ritter,2024,auricomus,1,female,Cirsium vulgare,Cirsium,vulgare,Asteraceae,Bull Thistle,Cir vul,,,,,,,
2024RitterAugust9,Ritter,2024,vagans,7,female,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild Bergamont,Mon fist,,,,,,,
2024RitterAugust9,Ritter,2024,vagans,1,male,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild Bergamont,Mon fist,,,,,,,
2024RitterAugust9,Ritter,2024,fervidus,3,male,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild Bergamont,Mon fist,,,,,,,
2024RitterAugust9,Ritter,2024,fervidus,1,male,Leonurus cardiaca,Leonurus,cardiaca,Lamiaceae,Motherwort,Motherwort,,,,,,,
2024RitterAugust9,Ritter,2024,citrinus,2,male,Cirsium discolor,Cirsium,discolor,Asteraceae,Field Thistle,Cir dis,,,,,,,
2024RitterAugust9,Ritter,2024,pensylvanicus,1,female,Cirsium discolor,Cirsium,discolor,Asteraceae,Field Thistle,Cir dis,,,,,,,
2024RitterAugust9,Ritter,2024,pensylvanicus,1,female,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild Bergamont,Mon fist,,,,,,,
2025RitterJuly11,Ritter,2025,impatiens,10,female,Cirsium arvense,Cirsium,arvense,Asteraceae,Canada thistle,Cirs arv,,,*,,,,
2025RitterJuly11,Ritter,2025,bimaculatus,1,female,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2025RitterJuly11,Ritter,2025,bimaculatus,15,female,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Monarda fist,,,*,,,,
2025RitterJuly11,Ritter,2025,bimaculatus,22,male,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Monarda fist,,,,,,,
2025RitterJuly11,Ritter,2025,bimaculatus,13,female,Nepeta cataria,Nepeta,cataria,Lamiaceae,Catnip,Nepata cataria,10,,,,,,
2025RitterJuly11,Ritter,2025,bimaculatus,10,male,Nepeta cataria,Nepeta,cataria,Lamiaceae,Catnip,Nepata cataria,,,,,,,
2025RitterJuly11,Ritter,2025,bimaculatus,2,male,Leonurus cardiaca,Leonurus,cardiaca,Lamiaceae,Motherwort,Motherwort,,,,,,,
2025RitterJuly11,Ritter,2025,bimaculatus,1,male,Berteroa incana,Berteroa,incana,Brassicaceae,Hoary allysum,Hoary allysum,,,,,,,
2025RitterJuly11,Ritter,2025,bimaculatus,2,male,Pycnanthemum virginianum,Pycnanthemum,virginianum,Lamiaceae,Mountain mint,Mount mint,,,,,,,
2025RitterJuly11,Ritter,2025,bimaculatus,10,female,Cirsium arvense,Cirsium,arvense,Asteraceae,Canada thistle,Cirs arv,,,,,,,
2025RitterJuly11,Ritter,2025,bimaculatus,1,male,Asclepias syriaca,Asclepias,syriaca,Apocynaceae,Common milkweed,Asc syr,,,,,,,
2025RitterJuly11,Ritter,2025,griseocollis,2,female,Asclepias syriaca,Asclepias,syriaca,Apocynaceae,Common milkweed,Asc syr,,,,,,,
2025RitterJuly11,Ritter,2025,griseocollis,1,male,Asclepias syriaca,Asclepias,syriaca,Apocynaceae,Common milkweed,Asc syr,,,,,,,
2025RitterJuly11,Ritter,2025,griseocollis,2,female,Pycnanthemum virginianum,Pycnanthemum,virginianum,Lamiaceae,Mountain mint,mount mint,,,*,,,,
2025RitterJuly11,Ritter,2025,griseocollis,1,male,Echinacea angustifolia,Echinacea,angustifolia,Asteraceae,Narrow-leaved purple coneflower,Ech angus,,,*,,,,
2025RitterJuly11,Ritter,2025,griseocollis,2,female,Asclepias verticillata,Asclepias,verticillita,Apocynaceae,Whorled milkweed,asl vert whorled,,,,,,,
2025RitterJuly11,Ritter,2025,auricomus,2,female,Cirsium arvense,Cirsium,arvense,Asteraceae,Canada thistle,Cirs arv,,,*,,,,
2025RitterJuly11,Ritter,2025,vagans,2,female,Lotus corniculatus,Lotus,corniculatus,Fabaceae,Birds-foot Trefoil,Lot corn,,,,,,,
2025RitterJuly11,Ritter,2025,vagans,1,female,Veronica catenata,Veronica,catenata,Plantiganaceae,Water speedwell,vert cat,,,*,,,,
2025RitterJuly11,Ritter,2025,vagans,1,female,Echinacea pallida,Echinacea,pallida,Asteraceae,Pale purple coneflower,Ech pall,,,*,,,,
2025RitterJuly11,Ritter,2025,rufocinctus,2,female,Cirsium arvense,Cirsium,arvense,Asteraceae,Canada thistle,cirs arv,,,,,,,
2025RitterJuly11,Ritter,2025,bimaculatus,7,male,Cirsium arvense,Cirsium,arvense,Asteraceae,Canada thistle,cir arc,,,,,,,
2025RitterJuly11,Ritter,2025,bimaculatus,10,female,Verbena stricta,Verbena,stricta,Verbenaceae,Hoary vervain,Ver str,,,,,,,
2025RitterJuly11,Ritter,2025,bimaculatus,20,male,Verbena stricta,Verbena,stricta,Verbenaceae,Hoary vervain,Ver str,,,,,,,
2025RitterJuly11,Ritter,2025,bimaculatus,1,female,Rudbeckia hirta,Rudbeckia,hirta,Asteraceae,Black-eyed susan,Rud hir,,,,,,,
2025RitterJuly11,Ritter,2025,bimaculatus,4,female,Agastache foeniculum,Agastache,foeniculum,Lamiaceae,Blue giant hyssop,Aga foe,,,,,,,
2025RitterJuly11,Ritter,2025,bimaculatus,5,male,Agastache foeniculum,Agastache,foeniculum,Lamiaceae,Blue giant hyssop,Aga foe,,,,,,,
2025RitterJuly11,Ritter,2025,griseocollis,1,female,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Mon foe,,,,,,,
2025RitterJuly11,Ritter,2025,griseocollis,2,female,Verbena stricta,Verbena,stricta,Verbenaceae,Hoary vervain,Ver str,,,,,,,
2025RitterJuly11,Ritter,2025,griseocollis,2,male,Verbena stricta,Verbena,stricta,Verbenaceae,Hoary vervain,Ver str,,,,,,,
2025RitterJuly11,Ritter,2025,griseocollis,4,female,Cirsium arvense,Cirsium,arvense,Asteraceae,Canada thistle,Cir arv,,,,,,,
2025RitterJuly11,Ritter,2025,griseocollis,2,male,Cirsium arvense,Cirsium,arvense,Asteraceae,Canada thistle,Cir arv,,,,,,,
2025RitterJuly11,Ritter,2025,auricomus,2,female,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Mon fis,,,,,,,
2025RitterJuly11,Ritter,2025,auricomus,3,female,Verbena stricta,Verbena,stricta,Verbenaceae,Hoary vervain,ver str,,,,,,,
2025RitterJuly11,Ritter,2025,auricomus,1,male,Verbena stricta,Verbena,stricta,Verbenaceae,Hoary vervain,ver str,,,,,,,
2025RitterJuly11,Ritter,2025,rufocinctus,1,female,N/A,N/A,N/A,N/A,?,?,,,,,,,
2025RitterJuly11,Ritter,2025,vagans,1,female,Cirsium arvense,Cirsium,arvense,Asteraceae,Canada thistle,cir arv,,,,,,,
2025RitterJuly11,Ritter,2025,vagans,2,female,Agastache foeniculum,Agastache,foeniculum,Lamiaceae,Blue giant hyssop,Aga foe,,,,,,,
2025RitterJuly25,Ritter,2025,impatiens,1,female,Melilotus officinalis,Melilotus,officianalis,Fabaceae,Yellow sweet clover,Melilotus yelow,,,,,,,
2025RitterJuly25,Ritter,2025,impatiens,49,female,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,monarda,1,,,,,,
2025RitterJuly25,Ritter,2025,impatiens,2,male,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Mon fis,,,,,,,
2025RitterJuly25,Ritter,2025,impatiens,2,female,Echinacea angustifolia,Echinacea,angustifolia,Asteraceae,Narrow-leaved purple coneflower,Echinachea angustifolia,,,,,,,
2025RitterJuly25,Ritter,2025,impatiens,4,female,Veronicastrum virginicum,Veronicastrum,virginicum,Plantaginaceae,Culver's root,Culvers root,,,,,,,
2025RitterJuly25,Ritter,2025,impatiens,5,male,Veronicastrum virginicum,Veronicastrum,virginicum,Plantaginaceae,Culver's root,Culvers root,,,,,,,
2025RitterJuly25,Ritter,2025,impatiens,1,female,Scrophularia marilandica,Scrophularia,marilandica,Scrophulariaceae,Maryland figwort,Maryland Figwort,,,,,,,
2025RitterJuly25,Ritter,2025,impatiens,12,female,Agastache foeniculum,Agastache,foeniculum,Lamiaceae,Giant blue hyssop,Aga foe,,,,,,,
2025RitterJuly25,Ritter,2025,impatiens,1,male,Agastache foeniculum,Agastache,foeniculum,Lamiaceae,Giant blue hyssop,Aga foe,,,,,,,
2025RitterJuly25,Ritter,2025,impatiens,10,female,Verbena stricta,Verbena,stricta,Verbenaceae,Hoary vervain,Ver str,,,,,,,
2025RitterJuly25,Ritter,2025,impatiens,1,male,Verbena stricta,Verbena,stricta,Verbenaceae,Hoary vervain,Ver str,,,,,,,
2025RitterJuly25,Ritter,2025,bimaculatus,61,female,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Monarda,8,,,,,,
2025RitterJuly25,Ritter,2025,bimaculatus,52,male,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Monarda,,,,,,,
2025RitterJuly25,Ritter,2025,bimaculatus,1,female,Veronicastrum virginicum,Veronicastrum,virginicum,Plantaginaceae,Culver's root,Culvers root,,,,,,,
2025RitterJuly25,Ritter,2025,bimaculatus,1,male,Veronicastrum virginicum,Veronicastrum,virginicum,Plantaginaceae,Culver's root,Culvers root,,,,,,,
2025RitterJuly25,Ritter,2025,bimaculatus,1,female,Dalea purpurea,Dalea,purpurea,Fabaceae,Purple prairie clover,Dal pur,,,,,,,
2025RitterJuly25,Ritter,2025,bimaculatus,1,male,Dalea purpurea,Dalea,purpurea,Fabaceae,Purple prairie clover,Dal pur,,,,,,,
2025RitterJuly25,Ritter,2025,bimaculatus,1,female,Agastache foeniculum,Agastache,foeniculum,Lamiaceae,Blue giant hyssop,Aga foe,,,,,,,
2025RitterJuly25,Ritter,2025,bimaculatus,2,male,Agastache foeniculum,Agastache,foeniculum,Lamiaceae,Blue giant hyssop,Aga foe,,,,,,,
2025RitterJuly25,Ritter,2025,bimaculatus,2,female,Verbena stricta,Verbena,stricta,Verbenaceae,Hoary vervain,Ver vir,,,,,,,
2025RitterJuly25,Ritter,2025,griseocollis,10,female,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Monarda,3,,,,,,
2025RitterJuly25,Ritter,2025,griseocollis,7,male,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Monarda,,,,,,,
2025RitterJuly25,Ritter,2025,auricomus,20,female,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Monarda,,,,,,,
2025RitterJuly25,Ritter,2025,vagans,18,female,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Bee balm,,,,,,,
2025RitterJuly25,Ritter,2025,vagans,3,female,Veronicastrum virginicum,Veronicastrum,virginicum,Plantaginaceae,Culvers root,Culvers root,,,,,,,
2025RitterJuly25,Ritter,2025,vagans,2,female,Verbena stricta,Verbena,stricta,Verbenaceae,Hoary vervain,Ver str,,,,,,,
2025RitterJuly25,Ritter,2025,pensylvanicus,1,female,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Bee balm,,,,,,,
2025RitterJuly25,Ritter,2025,affinis,1,female,Veronicastrum virginicum,Veronicastrum,virginicum,Plantaginaceae,Culvers root,Culvers root,,,,,,,
2025RitterJuly25,Ritter,2025,affinis,1,female,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Monarda,,,,,,,
2025RitterJuly25,Ritter,2025,affinis,1,female,Verbena stricta,Verbena,stricta,Verbenaceae,Hoary vervain,Ver str,,,,,,,
2025RitterAugust15,Ritter,2025,impatiens,93,female,Agastache foeniculum,Agastache,foeniculum,Lamiaceae,Blue giant hyssop,Agastache foeniculum,,,,,,,
2025RitterAugust15,Ritter,2025,impatiens,24,male,Agastache foeniculum,Agastache,foeniculum,Lamiaceae,Blue giant hyssop,Agastache foeniculum,,,,,,,
2025RitterAugust15,Ritter,2025,impatiens,1,female,Dalea purpurea,Dalea,purpurea,Fabaceae,Purple prairie clover,Dalea purpurea,,,,,,,
2025RitterAugust15,Ritter,2025,impatiens,50,female,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,mon fis,1,,,,,,
2025RitterAugust15,Ritter,2025,impatiens,10,male,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,mon fis,,,,,,,
2025RitterAugust15,Ritter,2025,impatiens,1,male,Solidago canadensis,Solidago,canadensis,Asteraceae,Canada goldenrod,solidago canadensis,,,,,,,
2025RitterAugust15,Ritter,2025,impatiens,7,female,Echinacea purpurea,Echinacea,purpurea,Asteraceae,Eastern purple coneflower,Echinacea purpurea,,,,,,,
2025RitterAugust15,Ritter,2025,impatiens,1,male,Echinacea purpurea,Echinacea,purpurea,Asteraceae,Eastern purple coneflower,Echinacea purpurea,,,,,,,
2025RitterAugust15,Ritter,2025,impatiens,9,female,Pycnanthemum virginianum,Pycnanthemum,virginianum,Lamiaceae,Virginia mountain mint,Pyc vir,,,,,,,
2025RitterAugust15,Ritter,2025,impatiens,6,male,Pycnanthemum virginianum,Pycnanthemum,virginianum,Lamiaceae,Virginia mountain mint,Pyc vir,,,,,,,
2025RitterAugust15,Ritter,2025,impatiens,2,female,Veronicastrum virginicum,Veronicastrum,virginicum,Plantaginaceae,Culvers root,Ver vir,,,,,,,
2025RitterAugust15,Ritter,2025,impatiens,4,male,Veronicastrum virginicum,Veronicastrum,virginicum,Plantaginaceae,Culvers root,Ver vir,,,,,,,
2025RitterAugust15,Ritter,2025,impatiens,1,female,Rudbeckia hirta,Rudbeckia,hirta,Asteraceae,Black-eyed susan,Rud hir,,,,,,,
2025RitterAugust15,Ritter,2025,impatiens,1,male,Rudbeckia hirta,Rudbeckia,hirta,Asteraceae,Black-eyed susan,Rud hir,,,,,,,
2025RitterAugust15,Ritter,2025,impatiens,1,female,Cirsium discolor,Cirsium,discolor,Asteraceae,Field thistle,Field thistle,,,,,,,
2025RitterAugust15,Ritter,2025,impatiens,1,female,Solidago sp.,Solidago,sp.,Asteraceae,Goldenrod,Solidago sp.,,,,,,,
2025RitterAugust15,Ritter,2025,bimaculatus,3,female,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Mon fist,1,,,,,,
2025RitterAugust15,Ritter,2025,bimaculatus,4,male,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Mon fist,,,,,,,
2025RitterAugust15,Ritter,2025,bimaculatus,1,female,Rudbeckia hirta,Rudbeckia,hirta,Asteraceae,Black-eyed susan,Rud hir,,,,,,,
2025RitterAugust15,Ritter,2025,griseocollis,4,female,Agastache foeniculum,Agastache,foeniculum,Lamiaceae,Blue giant hyssop,Aga foe,,,,,,,
2025RitterAugust15,Ritter,2025,griseocollis,15,female,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Mon fis,1,,,,,,
2025RitterAugust15,Ritter,2025,griseocollis,20,male,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Mon fis,,,,,,,
2025RitterAugust15,Ritter,2025,griseocollis,1,female,Echinacea purpurea,Echinacea,purpurea,Asteraceae,Eastern purple coneflower,Echinacea pur,,,,,,,
2025RitterAugust15,Ritter,2025,griseocollis,1,male,Echinacea purpurea,Echinacea,purpurea,Asteraceae,Eastern purple coneflower,Echinacea pur,,,,,,,
2025RitterAugust15,Ritter,2025,griseocollis,1,male,Veronicastrum virginicum,Veronicastrum,virginicum,Plantaginaceae,Culvers root,Ver vir,,,,,,,
2025RitterAugust15,Ritter,2025,auricomus,7,female,Agastache foeniculum,Agastache,foeniculum,Lamiaceae,Blue giant hyssop,Aga foe,,,,,,,
2025RitterAugust15,Ritter,2025,auricomus,30,female,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Mon fis,4,,,,,,
2025RitterAugust15,Ritter,2025,auricomus,1,male,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Mon fis,,,,,,,
2025RitterAugust15,Ritter,2025,auricomus,1,female,Cirsium vulgare,Cirsium,vulgare,Asteraceae,Bull thistle,cirscium vulgare,,,,,,,
2025RitterAugust15,Ritter,2025,vagans,5,female,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Mon fis,,,,,,,
2025RitterAugust15,Ritter,2025,vagans,1,male,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Mon fis,,,,,,,
2025RitterAugust15,Ritter,2025,vagans,1,female,Agastache foeniculum,Agastache,foeniculum,Lamiaceae,Blue giant hyssop,Agastache foeniculum,,,,,,,
2025RitterAugust15,Ritter,2025,pensylvanicus,1,female,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Mon fis,,,,,,,
2025RitterAugust15,Ritter,2025,rufocinctus,1,male,Melilotus alba,Melilotus,alba,Fabaceae,White sweet clover,Melilotus alba,,,,,,,
2025RitterAugust15,Ritter,2025,rufocinctus,1,male,Rudbeckia hirta,Rudbeckia,hirta,Asteraceae,Black-eyed susan,Rud hir,,,,,,,
2025RitterAugust15,Ritter,2025,affinis,2,female,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Wild bergamont,Mon fis,,,,,,,
2025RitterAugust15,Ritter,2025,affinis,1,male,Pycnanthemum virginianum,Pycnanthemum,virginianum,Lamiaceae,Virginia mountain mint,Pyc vir,,,,,,,
2025RitterAugust15,Ritter,2025,citrinus,1,male,Monarda fistulosa,Monarda,fistulosa,Lamiaceae,Bee balm,Monarda fistulosa,,,,,,,

